id,name,category,xref,provided_by
CHEBI:2663,amiodarone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:2666,amitriptyline,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:2668,amlodipine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:2676,amoxicillin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:2679,amphetamine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:28971,ampicillin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0019065,amyloidosis (disease),biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0002280,anemia (disease),biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005306,ankylosing spondylitis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0007140,antiphospholipid syndrome,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0042981,aortic valve stenosis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:72296,apixaban,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:78540,apremilast,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:31236,aripiprazole,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0002277,arteriosclerosis disorder,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0006816,arthropathy,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:29073,ascorbic acid,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:15365,aspirin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0004979,asthma,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:2904,atenolol,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:52CMI0WC3Y,atezolizumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005311,atherosclerosis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:39548,atorvastatin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0004981,atrial fibrillation (disease),biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:78734,atropine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0007743,attention deficit-hyperactivity disorder,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:2677,augmentin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0007179,autoimmune disease,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0020108,autoimmune hemolytic anemia,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0016264,autoimmune hepatitis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:2948,azathioprine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:2950,azelastine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:2955,azithromycin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:35862,bacitracin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:2972,baclofen,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:133326,barium sulfate,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:3001,beclomethasone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:73B0K5S26A,belimumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:3011,benazepril,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0010811,benign prostatic hyperplasia (disease),biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:116735,benzocaine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:3032,benzonatate,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:135622,besifloxacin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:67188,beta carotene,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:3077,betamethasone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:2S9ZZM9Q9V,bevacizumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0004868,biliary tract disease,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:3125,bisacodyl,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:3139,bleomycin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0019060,bone neoplasm,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0004988,breast adenocarcinoma,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0021100,breast neoplasm,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0003781,bronchitis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:3207,budesonide,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:77431,bupivacaine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:3216,buprenorphine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:3219,bupropion,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0002471,bursitis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:3223,buspirone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:3286,cabergoline,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:27732,caffeine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:3312,calcium,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:3311,calcium carbonate,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:3312,calcium chloride,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:3309,calcium gluconate,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:3380,captopril,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:39585,carbidopa,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:3403,carboprost,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005269,carotid artery disease,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0007275,carpal tunnel syndrome,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:3441,carvedilol,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:474053,cefazolin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:3485,cefdinir,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:478164,cefepime,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:204928,cefotaxime,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:29007,ceftriaxone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:3515,cefuroxime,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:41423,celecoxib,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005130,celiac disease,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005230,cellulitis (disease),biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:3535,cephalexin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0006694,cerebral atherosclerosis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:3561,cetirizine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:PQX0D8J21J,cetuximab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:3614,chlorhexidine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:3654,chlorthalidone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:28940,cholecalciferol,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0002342,chondromalacia,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005354,chronic hepatitis C virus infection,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005300,chronic kidney disease,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0011996,"chronic myelogenous leukemia, BCR-ABL1 positive",biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0020311,chronic myelomonocytic leukemia,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005002,chronic obstructive pulmonary disease,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0024317,chronic pain syndrome,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005003,chronic pancreatitis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005284,chronic progressive multiple sclerosis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:100241,ciprofloxacin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005155,cirrhosis of liver,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:77397,citalopram,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:30769,citric acid,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:3732,clarithromycin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:85264,clavulanate,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:135738,clevidipine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:135866,clindamycin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:31414,clobetasol,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:3756,clonazepam,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:46632,clonidine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:37941,clopidogrel,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:3764,clotrimazole,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:23334,cobalamins,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:16714,codeine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0002039,cognitive disorder,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:27882,colchicine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:59673,colistin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0015517,common variable immunodeficiency,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005009,congestive heart failure,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:31440,copper sulfate,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005010,coronary artery disease,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:3996,cyclobenzaprine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:4031,cyclosporine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:70746,dabigatran etexilate,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:4325,dapsone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:600103,daptomycin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:4Z63YK6E0E,daratumumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:49375,dasatinib,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0006721,de Quervain disease,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0004359,delusional disorder,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0001627,dementia (disease),biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0020800,demyelinating disease of central nervous system,biolink:Disease,NA,EHR Risk Provider (Multiomics)
UNII:4EQZ6YO2HI,denosumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0002050,depressive disorder,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0002406,dermatitis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:4450,desmopressin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:83527,desvenlafaxine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:41879,dexamethasone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:4466,dexmedetomidine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:4469,dextroamphetamine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:4470,dextromethorphan,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:42758,dextrose,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005015,diabetes mellitus (disease),biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0001583,diabetic polyneuropathy,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0006727,diastolic heart failure,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:49575,diazepam,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:47381,diclofenac,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:4511,dicloxacillin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:4514,dicyclomine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:4551,digoxin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:101278,diltiazem,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:4636,diphenhydramine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:84945,docosahexaenoate,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:534,docusate,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:18243,dopamine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:4708,doxazosin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:28748,doxorubicin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:50845,doxycycline,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:50838,drospirenone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:36795,duloxetine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:420K487FSG,dupilumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:28X28X9OKV,durvalumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:A3ULP0F556,eculizumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:4784,enalapril,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:4786,enalaprilat,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0004375,end stage renal failure,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005025,endocarditis (disease),biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0002447,endometrial carcinoma (disease),biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005133,endometriosis (disease),biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005461,endometrium adenocarcinoma,biolink:Disease,NA,EHR Risk Provider (Multiomics)
UNII:E47C0NF7LV,enoxaparin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:15407,ephedrine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:28918,epinephrine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005626,epithelial neoplasm,biolink:Disease,NA,EHR Risk Provider (Multiomics)
UNII:I5I8VB78VT,erenumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:28934,ergocalciferol,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:114785,erlotinib,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:42355,erythromycin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005028,esophageal adenocarcinoma,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:16469,estradiol,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:OP401G7OJC,etanercept,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:50777,etonogestrel,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0004866,eustachian tube disease,biolink:Disease,NA,EHR Risk Provider (Multiomics)
UNII:LKC0U3A8NJ,evolocumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:4975,famotidine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:585948,felodipine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:5001,fenofibrate,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:119915,fentanyl,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:31607,ferrous fumarate,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:76243,ferrous sulfate,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:5050,fexofenadine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005546,fibromyalgia,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:5062,finasteride,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:46081,fluconazole,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:46345,fluorouracil,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:86991,fluoxetine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:31441,fluticasone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:27470,folic acid,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:63082,formoterol,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:28915,fosfomycin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:5163,fosinopril,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:PF8K38CG54,fremanezumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0017276,frontotemporal dementia,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0006763,frozen shoulder,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:47426,furosemide,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:42797,gabapentin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:1BJ477IO2L,gadobutrol,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:55KHL3P693,galcanezumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0007186,gastroesophageal reflux disease,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:5280,gatifloxacin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0001942,generalized anxiety disorder,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:5383,glimepiride,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:5384,glipizide,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:5391,glucagon,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:47977,glucosamine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:46229,glucose,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:94449,glycopyrronium,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:91X1KLU43E,golimumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005393,gout,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:5551,guaifenesin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0018935,hairy cell leukemia,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:5613,haloperidol,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0006500,hemangioma,biolink:Disease,NA,EHR Risk Provider (Multiomics)
UNII:T2410KM04A,heparin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0001711,hepatic encephalopathy,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005344,hepatitis B virus infection,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005231,hepatitis C virus infection,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0007256,hepatocellular carcinoma,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:5775,hydralazine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0001150,hydrocephalus,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:5778,hydrochlorothiazide,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:5779,hydrocodone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:17650,hydrocortisone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:5790,hydromorphone,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:5801,hydroxychloroquine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:5818,hydroxyzine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0003009,hyperaldosteronism,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0002909,hyperglycemia,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0001741,hyperparathyroidism,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005804,hyperprolactinemia (disease),biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005044,hypertensive disorder,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0004946,hypoglycemia,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0009421,"hypogonadism, male",biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0005420,hypothyroidism,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:76612,ibrutinib,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:5855,ibuprofen,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:45783,imatinib,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:49662,indomethacin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005265,inflammatory bowel disease,biolink:Disease,NA,EHR Risk Provider (Multiomics)
UNII:B72HH48FLU,infliximab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0013600,insomnia (disease),biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0006805,intermediate coronary syndrome,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0018301,interstitial cystitis,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0015925,interstitial lung disease,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0011385,intervertebral disc degenerative disorder,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0004565,intestinal obstruction,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:31705,iodixanol,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:31709,iohexol,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:31711,iopamidol,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:6T8C155666,ipilimumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:5956,ipratropium,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:5959,irbesartan,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:82664,iron,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0001356,iron deficiency anemia,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:6060,isosorbide,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:BTY153760O,ixekizumab,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:6121,ketamine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:48339,ketoconazole,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:76223,ketorolac,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:167638,labetalol,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:135939,lacosamide,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:6359,lactulose,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:6367,lamotrigine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
UNII:7EV65EAW6H,lanolin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:6375,lansoprazole,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:6384,latanoprost,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:6402,leflunomide,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:57504,levodopa,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:63598,levofloxacin,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:6443,levonorgestrel,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:58448,levothyroxine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:6456,lidocaine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:533015,liothyronine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:43755,lisinopril,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
MONDO:0005154,liver disease,biolink:Disease,NA,EHR Risk Provider (Multiomics)
MONDO:0004721,liver neoplasm,biolink:Disease,NA,EHR Risk Provider (Multiomics)
CHEBI:6532,loperamide,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:6538,loratadine,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
CHEBI:6539,lorazepam,biolink:ChemicalSubstance,NA,EHR Risk Provider (Multiomics)
